id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g036,quality gap,75,17,4,79,467,ship,negative,lane-boundary
g037,schema drift,94,35,17,44,465,ship,baseline,monotonic-signal
g038,lineage depth,63,11,4,74,403,ship,edge,drag-penalty
g039,partition skew,51,72,20,50,336,ship,recovery,confidence-floor
g040,quality gap,48,35,9,43,295,ship,negative,lane-boundary
g041,schema drift,94,19,26,53,449,ship,baseline,monotonic-signal
g042,lineage depth,33,13,15,96,307,ship,edge,drag-penalty
g043,partition skew,94,48,11,79,560,ship,recovery,confidence-floor
g044,quality gap,84,33,10,75,499,ship,negative,lane-boundary
g045,schema drift,82,28,32,78,448,ship,baseline,monotonic-signal
g046,lineage depth,85,28,45,41,360,ship,edge,drag-penalty
g047,partition skew,90,30,32,70,466,ship,recovery,confidence-floor
g048,quality gap,96,69,6,46,533,ship,negative,lane-boundary
g049,schema drift,102,21,36,81,519,ship,baseline,monotonic-signal
g050,lineage depth,109,34,11,103,654,ship,edge,drag-penalty
g051,partition skew,72,8,42,76,364,ship,recovery,confidence-floor
g052,quality gap,101,68,38,67,530,ship,negative,lane-boundary
g053,schema drift,75,65,16,67,467,ship,baseline,monotonic-signal
g054,lineage depth,109,56,7,71,620,ship,edge,drag-penalty
g055,partition skew,86,29,4,78,521,ship,recovery,confidence-floor
g056,quality gap,34,18,25,43,190,ship,negative,lane-boundary
g057,schema drift,99,50,37,73,518,ship,baseline,monotonic-signal
g058,lineage depth,91,69,23,49,485,ship,edge,drag-penalty
g059,partition skew,91,46,31,42,432,ship,recovery,confidence-floor
g060,quality gap,94,37,44,52,429,ship,negative,lane-boundary
g061,schema drift,55,35,31,95,383,ship,baseline,monotonic-signal
g062,lineage depth,39,36,5,78,338,ship,edge,drag-penalty
g063,partition skew,87,74,36,74,498,ship,recovery,confidence-floor
g064,quality gap,106,61,11,77,617,ship,negative,lane-boundary
g065,schema drift,31,22,42,40,142,watch,baseline,monotonic-signal
g066,lineage depth,85,40,38,69,442,ship,edge,drag-penalty
g067,partition skew,116,16,37,45,496,ship,recovery,confidence-floor
g068,quality gap,47,77,17,80,391,ship,negative,lane-boundary
g069,schema drift,104,40,30,102,600,ship,baseline,monotonic-signal
g070,lineage depth,92,24,17,75,508,ship,edge,drag-penalty
g071,partition skew,89,18,33,66,440,ship,recovery,confidence-floor
g072,quality gap,47,53,21,66,331,ship,negative,lane-boundary
g073,schema drift,74,38,38,70,398,ship,baseline,monotonic-signal
g074,lineage depth,47,33,27,77,321,ship,edge,drag-penalty
g075,partition skew,37,33,23,42,219,ship,recovery,confidence-floor
g076,quality gap,35,35,43,72,233,ship,negative,lane-boundary
g077,schema drift,38,74,34,48,254,ship,baseline,monotonic-signal
g078,lineage depth,43,26,31,41,218,ship,edge,drag-penalty
g079,partition skew,49,39,10,51,317,ship,recovery,confidence-floor
g080,quality gap,55,13,22,94,377,ship,negative,lane-boundary
g081,schema drift,62,73,8,77,459,ship,baseline,monotonic-signal
g082,lineage depth,113,70,16,73,636,ship,edge,drag-penalty
g083,partition skew,54,61,29,76,371,ship,recovery,confidence-floor
g084,quality gap,116,34,16,39,544,ship,negative,lane-boundary
g085,schema drift,62,23,32,68,343,ship,baseline,monotonic-signal
g086,lineage depth,39,55,21,44,257,ship,edge,drag-penalty
g087,partition skew,75,74,38,79,456,ship,recovery,confidence-floor
g088,quality gap,52,51,27,101,407,ship,negative,lane-boundary
g089,schema drift,44,42,23,74,320,ship,baseline,monotonic-signal
g090,lineage depth,44,40,22,65,302,ship,edge,drag-penalty
g091,partition skew,47,41,44,65,271,ship,recovery,confidence-floor
g092,quality gap,96,9,15,69,501,ship,negative,lane-boundary
g093,schema drift,80,66,44,76,450,ship,baseline,monotonic-signal
g094,lineage depth,40,27,18,41,233,ship,edge,drag-penalty
g095,partition skew,59,45,6,71,411,ship,recovery,confidence-floor
g096,quality gap,72,21,23,47,357,ship,negative,lane-boundary
